index,reason,company,product_descrpition,brand_name,date,url
1682,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135971.htm,Harry and David,Candy,Harry and David,Salmonella,04/2009
1683,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135949.htm,Ann&#39;s House of Nuts,Pistachios,"Ann&#39;s House of Nuts, Ann&#39;s House, Setton Farms",Salmonella,04/2009
1684,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm133997.htm,Everson Distributing Co.,Pistachios,Watta Munch,Salmonella,04/2009
1685,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135947.htm,"Amalgamated Produce, Inc.",Fruit and Vegetables,"Specialty Farms, Vermont Sprout House, Nature&#39;s Promise, more",Salmonella,04/2009
1686,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136282.htm,Mrs. Grissom&#39;s Salads,Dressing and Seasoning Product,Mrs. Grissom&#39;s Salads,Undeclared ingredient,04/2009
1687,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm149613.htm,"Amalgamated Produce, Inc.",Fruit and Vegetables,Specialty Farms,Salmonella,04/2009
1688,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136066.htm,"Wegmans Food Markets, Inc.","Cake and Pie, Candy",Wegmens,Salmonella,04/2009
1689,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135980.htm,"John B. Sanfilippo and Son,  Inc","Pistachio, Snack Mix",Archer Farms,Salmonella,04/2009
1690,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm134004.htm,Bezzerides Co.,Pistachios,Art&#39;s,Salmonella,04/2009
1691,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135963.htm,Diamond Foods,Pistachios,Emerald,Salmonella,04/2009
1692,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135965.htm,"Eillien&#39;s Candies, Inc.","Pistachios, Snack Mix","Eillien&#39;s, Blain&#39;s Farm &amp; Fleet, Mill&#39;s Fleet Farm, more",Salmonella,04/2009
1693,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135992.htm,Mountain Man Nut &amp; Fruit Co.,Pistachios,Mountain Man Nut &amp; Fruit Co.,Salmonella,04/2009
1694,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136051.htm,Sendik&#39;s Food Markets,Pistachios,Setton Farms,Salmonella,04/2009
1695,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm142670.htm,,"Harry and David Expands Nationwide Recall to Include &quot;A Gift for You&quot; Boxed Nut Collection Sold in Harry and David Stores Due to the Pistachio Recall by Setton Pistachio of Terra Bella, Inc.",,,04/2009
1696,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136043.htm,Renfroe Pecan Company,"Pistachios, Snack Mix",J.W. Renfroe Pecan Company,Salmonella,04/2009
1697,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135974.htm,"Hickory Harvest Foods,  I M Good Snacks",Pistachios,"Hickory Harvest, I M Good",Salmonella,04/2009
1698,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135956.htm,Barnard Nut Company,Pistachios,Nuts About Florida,Salmonella,04/2009
1699,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135967.htm,Fineland Corp,Fruit and Vegetables,Mong Lee Shang,Allergen,04/2009
1700,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136048.htm,"Shale Snacks, Inc.",Pistachios,"Sahale Snacks, Harry and David",Salmonella,04/2009
1701,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135568.htm,Lake Champlain Chocolates (LCC),"Candy, Snack Mix",Lake Champlain Chocolates,Salmonella,04/2009
1702,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135970.htm,"Gurley&#39;s Foods, Inc.",Pistachios,Mountain Country,Salmonella,04/2009
1703,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135954.htm,Asia Cash and Carry,Fish,KESKI,Salmonella,04/2009
1704,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135958.htm,Castillo Distributor,Drugs,Monell&#39;s,Adverse reaction,04/2009
1705,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm134581.htm,Azar Nut Company,Pistachios,"Azar, Baker&#39;s Select, Sysco, more",Salmonella,04/2009
1706,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136040.htm,Powers Candy and Nut Company,Pistachios,Powers,Salmonella,04/2009
1707,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135978.htm,"John B. Sanfilippo and Son,  Inc",Pistachios,Fisher,Salmonella,04/2009
1708,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136061.htm,Trophy Nut Company,Pistachios,"Trophy Nut, Patriots Choice, Nut Barrel, more",Salmonella,04/2009
1709,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136052.htm,Sendik&#39;s Food Markets,Pistachios,Sendik&#39;s Food Markets,Salmonella,04/2009
1710,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135982.htm,Kanan Enterprises,Pistachios,"King Nut, Peterson Nut",Salmonella,04/2009
1711,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136059.htm,The Illinois Nut and Candy Company,"Pistachios, Snack Mix",The Illinois Nut and Candy Company,Salmonella,04/2009
1712,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135977.htm,"John B. Sanfilippo and Son,  Inc",Pistachios,Archer Farms,Salmonella,04/2009
1713,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136046.htm,Rich Products Corporation,Snack Food,Farm Rich,Allergen,04/2009
1714,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135976.htm,21st Century Snack Foods Inc.,"Pistachios, Snack Mix",21st Century Snack Foods Inc.,Salmonella,04/2009
1715,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135968.htm,Fresh &amp; Easy Neighborhood Market Inc.,Pistachios,Fresh &amp; Easy,Salmonella,04/2009
1716,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135955.htm,Astor Chocolate Corporation,"Pistachios, Candy, Snack Mix",Astor Chocolate Corporation,Salmonella,04/2009
1717,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135951.htm,"Anton-Argires, Inc.",Pistachios,Argires,Salmonella,04/2009
1718,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135962.htm,Dekalb Farmers Market,Pistachios,Dekalb Farmers Market,Salmonella,04/2009
1719,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136060.htm,Tillamook Country Smoker,Pistachios,Tillamook Country Smoker,Salmonella,04/2009
1720,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135975.htm,International Foodsource,Pistachios,International Foodsource,Salmonella,04/2009
1721,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136069.htm,Wow Caf� and Wingery,Dressing and Seasoning Product,WOW Caf� and Wingery,Salmonella,04/2009
1722,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135988.htm,Lamb&#39;s Markets,"Peanuts, Snack Mix","Glory Bee Foods, Aunt Patty&#39;s",Salmonella,04/2009
1723,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136054.htm,Setton Pistachio,Pistachios,"Delallo, Kirkland, Trader Joe, more",Salmonella,04/2009
1724,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm161042.htm,"John B. Sanfilippo and Son,  Inc",Pistachios,Archer Farms,Salmonella,04/2009
1725,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135966.htm,Energy Club,Pistachios,"Energy Club, Mucho Sabor",Salmonella,04/2009
1726,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135952.htm,"Anton-Argires, Inc.","Pistachios, Snack Mix",Argires,Salmonella,04/2009
1727,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136058.htm,Stonyfield Farm,Dairy,Stonyfield Farm,Possible contaminiation,04/2009
1728,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136077.htm,Union International Food Company,Dressing and Seasoning Product,Lian How,Salmonella,04/2009
1729,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135989.htm,Lawrence&#39;s Delights,Dessert,Lawrence&#39;s Delights,Salmonella,04/2009
1730,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136053.htm,"Setton International Foods, Inc.","Pistachios, Snack Mix, Candy","Setton Farms, Corrado&#39;s",Salmonella,04/2009
1731,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135950.htm,Ann&#39;s House of Nuts,"Pistachios, Snack Mix","Ann&#39;s House of Nuts, Pecan Paradise, Wegmans, more",Salmonella,04/2009
1732,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135972.htm,Harry and David,"Pistachios, Candy, Snack Mix",Harry and David,Salmonella,04/2009
1733,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135959.htm,Chukar Cherry Co.,"Pistachios, Snack Mix",Chukar Cherry Co.,Salmonella,04/2009
1734,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136045.htm,Union International Food Company,Dressing and Seasoning Product,Lian How,Salmonella,04/2009
1735,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135979.htm,"John B. Sanfilippo and Son,  Inc",Pistachios,Archer Farms,Salmonella,04/2009
1736,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135994.htm,Nature Kist,Pistachios,"Nature Kist, HolidayNuts",Salmonella,04/2009
1737,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135983.htm,Kar Nut Products Company,Pistachios,"Kar&#39;s, Second Nature",Salmonella,04/2009
1738,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136041.htm,Publix,Pistachios,Publix,Salmonella,04/2009
1739,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136062.htm,Unified Grocers,Bread,Mariegold,Allergen,04/2009
1740,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135960.htm,Country Aire Inc,Peanuts,Country Aire Inc,Salmonella,04/2009
1741,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136074.htm,Fritz Company Inc.,Pistachios,Fritzie Fresh,Salmonella,04/2009
1742,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135985.htm,Kraft Foods,"Pistachios, Snack Mix","Planters, Back to Nature",Salmonella,04/2009
1743,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136068.htm,Whole Foods Market,Pistachios,365 Everyday Value,Salmonella,04/2009
1744,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136039.htm,"Pine River Pre-Pack, Inc.",Snack Mix,Pine River,Salmonella,04/2009
1745,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128443.htm,"Caraco Pharmaceutical Labratories, Ltd.",Drugs,Caraco,Incorrect ingredient levels,03/2009
1746,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135986.htm,The Kroger Co.,Pistachios,Private Selection,Salmonella,03/2009
1747,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136065.htm,Ciao Bella Gelato Company,Ice Cream,Ciao Bella&#39;s,Salmonella,03/2009
1748,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135981.htm,"John B. Sanfilippo and Son,  Inc",Pistachios,Fisher,Salmonella,03/2009
1749,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135984.htm,"Klein Bros. Holding, Ltd.",Trail Mix,Arroyo Seco,Salmonella,03/2009
1750,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135964.htm,"Eillien&#39;s Candies, Inc.",Pistachios,"Eillien&#39;s, Blain&#39;s Farm &amp; Fleet, Mill&#39;s Fleet Farm, more",Salmonella,03/2009
1751,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135969.htm,Frito-Lay,Pistachios,Frito-Lay,Salmonella,03/2009
1752,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135987.htm,The Kroger Co.,Dairy? Mayonnaise,Kroger,Salmonella,03/2009
1753,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135990.htm,Maeco Foods,Peanut Products,Maeco Foods,Salmonella,03/2009
1754,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136063.htm,Union International Food Company,Dressing and Seasoning Product,"Lian How, Uncle Chen",Salmonella,03/2009
1755,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128913.htm,Terra Bella,Pistachios,Setton Farms,Salmonella,03/2009
1756,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136050.htm,Sconza Candy Company,"Snack Mix, Candy",Sconza,Salmonella,03/2009
1757,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128966.htm,The Produce Patch,Trail Mix,Cascade,Salmonella,03/2009
1758,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128555.htm,"Medtronic, Inc.",Catheter,BioGlide,Adverse Reaction,03/2009
1759,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128702.htm,The Kroger Co.,Pistachios,Private Selection,Salmonella,03/2009
1760,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136082.htm,Wright Popcorn and Nut Company Inc.,Snack Bar,Wright&#39;s,Salmonella,03/2009
1761,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136055.htm,Smart Nutrition,"Peanuts, Trail Mix","Aunt Patty&#39;s, Sunridge, Smart Nutrition",Salmonella,03/2009
1762,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128384.htm,"Awrey Bakeries, LLC",Cake and Pie,Awrey Bakeries,Salmonella,03/2009
1763,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136056.htm,Snackerz Inc.,Peanuts,Snackerz,Salmonella,03/2009
1764,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129017.htm,Union International Food Company,Peanuts,Lian How,Salmonella,03/2009
1765,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128962.htm,The Georgia Nut Company,Pistachio,The Georgia Nut Company,Salmonella,03/2009
1766,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128385.htm,Back to Nature Foods Company,Snack Mix,Back to Nature,Salmonella,03/2009
1767,http://www.fda.gov/Safety/Recalls/ucm154974.htm,Bigol &amp; Cortdera Inc.,Ensaymada Ube,Berkely Bakery,Undeclared milk ingredient,03/2009
1768,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128872.htm,Organic To Go,Cookies,Organic to Go,Salmonella,03/2009
1769,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128368.htm,Arya Ice Cream Dist. Co.,Ice Cream,Arya,Salmonella,03/2009
1770,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128817.htm,PaleyBar,Snack Bar,Jam-n-Peanuts,Salmonella,03/2009
1771,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm135948.htm,Andronico&#39;s Market,Peanut Butter,Andronico&#39;s Market,Salmonella,03/2009
1772,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128781.htm,Natural Selection,Trail Mix,Aunt Patty&#39;s,Salmonella,03/2009
1773,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129066.htm,Yoke&#39;s Fresh Markets,Peanuts,Yoke&#39;s,Salmonella,03/2009
1774,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129032.htm,"Watson Pharmaceuticals, Inc.",Drugs,"Watson Pharmaceuticals, Inc.",Incorrect ingredient levels,03/2009
1775,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128980.htm,Torres Hillsdale Country Cheese,Cheese,"Asadero, Oaxaca",Listeria monocytogenes,03/2009
1776,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128976.htm,Torn &amp; Glasser,Peanuts,Torn &amp; Glasser,Salmonella,03/2009
1777,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128978.htm,Torres Hillside Country Cheese,Cheese,"Asadero, Oaxaca",Listeria monocytogenese,03/2009
1778,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136057.htm,Torres Hillsdale Country Cheese,Cheese,"Asadero, Oaxaca",Listeria monocytogenes,03/2009
1779,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128353.htm,Amy&#39;s Decadent Chocolates LLC,Candy,Amy&#39;s Decadent Chocolates,Salmonella,03/2009
1780,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128792.htm,"Neco Foods, LLC",Fish,Atlantis,Listeria monocytogenes,03/2009
1781,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128370.htm,The Scotts Company LLC,Animal Feed,"Morning Song, Scotts, Royal Wing, more",Salmonella,03/2009
1782,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128502.htm,den Dulk Poultry Farms,Eggs,"Kirkland, Safeway",Salmonella,03/2009
1783,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128798.htm,Shire plc,Medical patch,DAYTRANA,Manufacturing problem,03/2009
1784,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128752.htm,Mellace Family Brands,"Peanuts, Snack Mix",Mama Mellace&#39;s,Salmonella,03/2009
1785,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128981.htm,Totally Nuts,Candy,Hiller&#39;s,Salmonella,03/2009
1786,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128724.htm,Lehi Valley,"Peanuts, Snack Mix",Lehi Valley,Salmonella,03/2009
1787,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129057.htm,Wilcoxson&#39;s Ice Cream Co.,Snack Food,"Nutty Royale, Wilcoxson&#39;s",Salmonella,03/2009
1788,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128521.htm,E &amp; S Sales,Peanuts,E &amp; S,Salmonella,03/2009
1789,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128363.htm,Arco Nut and Candy LLC,Peanuts,Arco Nut &amp; Candy,Salmonella,03/2009
1790,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128562.htm,Frankly Natural Bakers,"Cookies, Snack Food",Frankly Natural Bakers,Salmonella,03/2009
1791,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128649.htm,Humboldt Creamery,Ice Cream,Humboldt Creamery,Salmonella,03/2009
1792,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128450.htm,Caudill Seed Company,Snack Food,Wegmans,Allergen,03/2009
1793,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128794.htm,New Century Snacks LLC,"Peanuts, Snack Mix",New Century Snacks LLC,Salmonella,03/2009
1794,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128738.htm,Market of Choice,"Peanuts, Snack Mix, Salad","Glory Bee Foods, Aunt Patty&#39;s, Market of Choice",Salmonella,03/2009
1795,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128789.htm,Nature&#39;s World,Candy,NW Delights,Salmonella,03/2009
1796,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128566.htm,Funway Snack Food,Snack Food,Funway,Salmonella,03/2009
1797,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128704.htm,Kruse Farms Market,Peanuts,Kruse Farms Market,Salmonella,03/2009
1798,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129008.htm,Ultimate Nut &amp; Candy Co.,Peanut Products,Ultimate Nut &amp; Candy Co.,Salmonella,03/2009
1799,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128636.htm,Honest Fods,Snack Bar,Honest Foods,Salmonella,03/2009
1800,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128956.htm,Texas Star Nut &amp; Food Company,Peanuts,Texas Star Nut &amp; Food Company,Salmonella,03/2009
1801,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128608.htm,Grower&#39;s Outlet,Peanuts,Grower&#39;s Outlet,Salmonella,03/2009
1802,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm152889.htm,"L&amp;M Companies, Inc.",Fruit and Vegetables,"L&amp;M Companies, Inc.",Salmonella,03/2009
1803,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128665.htm,Jay Robb Enterprises Inc.,Snack Bar,JayBar,Salmonella,03/2009
1804,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128371.htm,Asia Cash &amp; Carry Inc.,Fish,CROWN FARMS,Salmonella,03/2009
1805,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128503.htm,Diabetic Emporium,Peanuts,Diabetic Emporium,Salmonella,03/2009
1806,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128909.htm,SCNS Sports Foods,Snack Bar,SCNS Sports Foods,Salmonella,03/2009
1807,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128833.htm,Peregrina Cheese Corporation,Cheese,Peregrina Cheese,Listeria monocytogenes,03/2009
1808,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128594.htm,Golden Chocolate,Candy,Brighton Beach,Allergen,03/2009
1809,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129034.htm,Weaver Popcorn Company,Candy,Trail&#39;s End,Salmonella,03/2009
1810,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128689.htm,"Kerry, Inc",Cookies,"Jana&#39;s, Kerry",Salmonella,03/2009
1811,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128539.htm,Euphoria Chocolate Company,Candy,Euphoria Chocolate Company,Salmonella,03/2009
1812,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128855.htm,Premier Packing Company,Peanuts,Premier Packing Company,Salmonella,03/2009
1813,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128417.htm,Blue Heron Bakery,"Cookies, Snack Mix",Spelt,Salmonella,03/2009
1814,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128463.htm,"Chocolate Chewies, Inc.",Cookies,Baba Joon,Salmonella,03/2009
1815,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128513.htm,Dr. Smoothie,Snack Bar,Dr. Smoothie,Salmonella,03/2009
1816,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128756.htm,Mighty-O,Donuts,Mighty-O,Salmonella,03/2009
1817,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128422.htm,Bodee LLC,Dietary Supplement,Zencore Plus,"Undeclared ingredient, Unapproved new drug",03/2009
1818,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128953.htm,"Sweet Sisters, Inc.","Cookies, Brownies, Cake and Pie","Sweet Sisters, Inc.",Salmonella,03/2009
1819,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128336.htm,Alaska Canine Cookies,Dog Food,Alaska Canine Cookies,Salmonella,03/2009
1820,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128554.htm,Farmer&#39;s Market,"Peanuts, Trail Mix","Cascade, Mt. Hood",Salmonella,03/2009
1821,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128475.htm,Coos Head Food Store,Trail Mix,Mt Hood,Salmonella,03/2009
1822,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128486.htm,Country Village Nutrition Shoppe,Trail Mix,Mt Hood,Salmonella,03/2009
1823,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128888.htm,Rock Creek Nut Company,Snack Mmix,"Trail Fix, Gourmet Delight, Quick Fix",Salmonella,03/2009
1824,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm136049.htm,"Salton, Inc.",Kitchen Appliance,Russell Hobbs,Lead,03/2009
1825,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128496.htm,Dan the Sausageman,Peanuts,Anna&#39;s Pantry,Salmonella,03/2009
1826,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128477.htm,Cornucopia Natural Foods,Peanut Butter,Cornucopia Natural Foods,Salmonella,03/2009
1827,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128918.htm,"Sherm&#39;s Thunderbird Market, Inc.","Peanut Butter, Peanuts",Sherm&#39;s,Salmonella,03/2009
1828,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128818.htm,PaleyBar,Snack Bars,Jam-n-Peanuts,Salmonella,03/2009
1829,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128355.htm,Anna&#39;s Pantry LLC,"Peanuts, Snack Mix",Anna&#39;s Pantry,Salmonella,03/2009
1830,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128762.htm,Mixed Nuts Inc.,Snack Mix,"Premium Orchard, Snack&#39;rs",Salmonella,03/2009
1831,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128734.htm,"Marathon Ventures, Inc.","Peanuts, Snack Mix","Herman&#39;s Nut House, Pear&#39;s Gourmet",Salmonella,03/2009
1832,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128516.htm,"DSD Services, Inc.",Trail Mix,Mega Snax,Salmonella,03/2009
1833,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128754.htm,"Michaelene&#39;s, Inc.",Granola,Michaelene,Salmonella,03/2009
1834,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128471.htm,Community Food Co-op,Peanuts,Community Food Co-op,Salmonella,03/2009
1835,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128461.htm,Chloe Foods Corporation,Fruit and Vegetables,Chloe Farms,Allergen,03/2009
1836,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128963.htm,The Peanut Shop,"Candy, Peanuts",The Peanut Shop,Salmonella,03/2009
1837,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128917.htm,"Sheridan Fruit Company, Inc.",Peanuts,Sheridan Fruit Company,Salmonella,03/2009
1838,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm129020.htm,U.S. Nutrition,Snack Bar,Met-RX,Salmonella,03/2009
1839,http://www.fda.gov/Safety/Recalls/ArchiveRecalls/2009/ucm128382.htm,"Austinuts Wholesale, Inc.",Peanuts,Austinuts,Salmonella,03/2009
